="";="foodw_mfbudgetbal";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="";="main:ngdpdpc_var";="main:ngdp_rpch";="main:extdebtpercgni_var";="main:budgetbal_ngdp_var";="main:pcpipch";="main:0.defaultlastyear";="main:1.defaultlastyear";="main:0.defaultlast2years";="main:1.defaultlast2years";="main:0.defaultlast5years";="main:1.defaultlast5years";="main:0.defaultlast10years";="main:1.defaultlast10years";="cut1:_cons";="cut2:_cons";="cut3:_cons";="sigma2_u:_cons"
="p";=".5787847";=".8518929";=".2364621";=".4269503";=".8881142";="";="";=".";=".9574812";="";="";="";="";=".000029";="2.93e-09";="5.25e-10";=".0029734"
="budgetbal_ME0_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0005711";="-.0009546";=".0010018";="-.0000132";="-.0009013";="";="";="0";="-.002936";="";="";="";="";="";="";="";=""
="t";=".5506382";="-.186692";="1.092893";="-.775949";="-.1411615";="";="";=".";="-.0526378";="";="";="";="";="";="";="";=""
="p";=".5818817";=".8519021";=".2744408";=".4377791";=".8877423";="";="";=".";=".9580205";="";="";="";="";="";="";="";=""
="budgetbal_ME1_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0004732";=".0007909";="-.00083";=".0000109";=".0007468";="";="";="0";=".0024287";="";="";="";="";="";="";="";=""
="t";="-.5513147";=".1865854";="-1.130161";=".797671";=".1407837";="";="";=".";=".0526811";="";="";="";="";="";="";="";=""
="p";=".581418";=".8519857";=".2584084";=".4250614";=".8880408";="";="";=".";=".957986";="";="";="";="";="";="";="";=""
="budgetbal_ME2_Def2";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0000874";=".0001461";="-.0001533";="2.02e-06";=".0001379";="";="";="0";=".0004525";="";="";="";="";="";="";="";=""
="t";="-.5270273";=".1845025";="-.9071975";=".6697082";=".1420135";="";="";=".";=".0525248";="";="";="";="";="";="";="";=""
="p";=".5981746";=".8536193";=".3643024";=".5030438";=".8870693";="";="";=".";=".9581105";="";="";="";="";="";="";="";=""
="budgetbal_OP_5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0043732";=".0083823";="-.0074305";=".0000989";=".0078934";="";="";="";="";="0";="-.05294";="";="";="1.49395";="2.416014";="3.227043";="1.068204"
="t";="-.5801799";=".2114566";="-1.158849";=".7924574";=".1663393";="";="";="";="";=".";="-.1457625";="";="";="4.226706";="6.020672";="6.241943";="2.953198"
="p";=".5617933";=".832531";=".2465176";=".428094";=".8678899";="";="";="";="";=".";=".8841089";="";="";=".0000237";="1.74e-09";="4.32e-10";=".003145"
="budgetbal_ME0_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0005852";="-.0011217";=".0009943";="-.0000132";="-.0010563";="";="";="";="";="0";=".0068846";="";="";="";="";="";=""
="t";=".5751002";="-.2111273";="1.076384";="-.7752144";="-.1668745";="";="";="";="";=".";=".1495676";="";="";="";="";="";=""
="p";=".5652236";=".8327879";=".2817556";=".438213";=".8674688";="";="";="";="";=".";=".8811058";="";="";="";="";="";=""
="budgetbal_ME1_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0004848";=".0009293";="-.0008237";=".000011";=".0008751";="";="";="";="";="0";="-.0057241";="";="";="";="";="";=""
="t";="-.5760276";=".2111182";="-1.111873";=".7966294";=".1664077";="";="";="";="";=".";="-.1494618";="";="";="";="";="";=""
="p";=".5645965";=".832795";=".2661928";=".4256663";=".8678361";="";="";="";="";=".";=".8811893";="";="";="";="";="";=""
="budgetbal_ME2_Def5";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0000896";=".0001718";="-.0001523";="2.03e-06";=".0001618";="";="";="";="";="0";="-.0010381";="";="";="";="";="";=""
="t";="-.5481578";=".2076043";="-.8978375";=".6722561";=".1675945";="";="";="";="";=".";="-.1486817";="";="";="";="";="";=""
="p";=".5835835";=".835538";=".3692722";=".5014207";=".8669023";="";="";="";="";=".";=".8818048";="";="";="";="";="";=""
="budgetbal_OP_10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0043994";=".0136218";="-.0072612";=".0000946";=".0126889";="";="";="";="";="";="";="0";="-.3501092";="1.462929";="2.392963";="3.21549";="1.138891"
="t";="-.6048306";=".342315";="-1.131039";=".7561654";=".2735744";="";="";="";="";="";="";=".";="-.7983634";="4.124437";="6.004338";="6.252255";="2.737018"
="p";=".5452915";=".7321138";=".2580388";=".44955";=".7844117";="";="";="";="";="";="";=".";=".4246596";=".0000372";="1.92e-09";="4.05e-10";=".0061999"
="budgetbal_ME0_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";=".0005979";="-.0018512";=".0009868";="-.0000129";="-.0017244";="";="";="";="";="";="";="0";=".0402501";="";="";="";=""
="t";=".5986448";="-.3394903";="1.058935";="-.7447986";="-.2745276";="";="";="";="";="";="";=".";=".8942355";="";="";="";=""
="p";=".5494098";=".7342404";=".2896292";=".4563935";=".7836792";="";="";="";="";="";="";=".";=".3711959";="";="";="";=""
="budgetbal_ME1_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0004943";=".0015303";="-.0008158";=".0000106";=".0014255";="";="";="";="";="";="";="0";="-.0339707";="";="";="";=""
="t";="-.6010899";=".3401894";="-1.093402";=".7633461";=".2733922";="";="";="";="";="";="";=".";="-.9016763";="";="";="";=""
="p";=".5477801";=".7337139";=".2742173";=".445257";=".7845518";="";="";="";="";="";="";=".";=".3672288";="";="";="";=""
="budgetbal_ME2_Def10";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";="";=""
="b";="-.0000926";=".0002868";="-.0001529";="1.99e-06";=".0002671";="";="";="";="";="";="";="0";="-.0056728";="";="";="";=""
="t";="-.5639841";=".3262092";="-.8856254";=".6512232";=".2748555";="";="";="";="";="";="";=".";="-.7856332";="";="";="";=""
="p";=".5727649";=".744266";=".3758194";=".5149024";=".7834273";="";="";="";="";="";="";=".";=".4320824";="";="";="";=""
=""
