="",="fooup_mfbudgetbal",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="main:ngdpdpc_var",="main:ngdp_rpch",="main:extdebtpercgni_var",="main:budgetbal_ngdp_var",="main:pcpipch",="main:0.defaultlastyear",="main:1.defaultlastyear",="main:0.defaultlast2years",="main:1.defaultlast2years",="main:0.defaultlast5years",="main:1.defaultlast5years",="main:0.defaultlast10years",="main:1.defaultlast10years",="cut1:_cons",="cut2:_cons",="cut3:_cons",="cut4:_cons",="cut5:_cons",="sigma2_u:_cons"
="b",=".0005305",="-.0012124",=".0002284",="-1.01e-06",="-.0031947",="0",="-.0064587",="",="",="",="",="",="",="",="",="",="",="",=""
="t",="1.139377",="-1.00347",="1.03855",="-.8312709",="-1.465893",=".",="-.6771271",="",="",="",="",="",="",="",="",="",="",="",=""
="p",=".2545461",=".3156339",=".2990142",=".4058206",=".1426775",=".",=".4983253",="",="",="",="",="",="",="",="",="",="",="",=""
="budgetbal_OP_2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0172377",="-.0394048",=".007394",="-.0000336",="-.1030663",="",="",="0",="-.3488349",="",="",="",="",=".5849085",="1.970983",="3.008583",="3.543364",="4.251347",="1.768215"
="t",="1.706961",="-1.26262",="1.443078",="-.8226627",="-2.550164",="",="",=".",="-.958912",="",="",="",="",="2.154022",="6.877555",="9.291219",="8.73949",="9.83156",="3.405673"
="p",=".0878293",=".2067256",=".1489986",=".4106998",=".0107672",="",="",=".",=".3376031",="",="",="",="",=".0312384",="6.09e-12",="0",="0",="0",=".00066"
="budgetbal_ME0_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.004463",=".0102023",="-.0019144",="8.71e-06",=".0266849",="",="",="0",=".0790524",="",="",="",="",="",="",="",="",="",=""
="t",="-1.606028",="1.216897",="-1.364837",=".8179259",="2.269263",="",="",=".",="1.075796",="",="",="",="",="",="",="",="",="",=""
="p",=".1082677",=".2236436",=".1723044",=".4133995",=".0232523",="",="",=".",=".2820183",="",="",="",="",="",="",="",="",="",=""
="budgetbal_ME1_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0038818",="-.0088737",=".0016651",="-7.58e-06",="-.0232098",="",="",="0",="-.070476",="",="",="",="",="",="",="",="",="",=""
="t",="1.666956",="-1.227582",="1.410551",="-.8178562",="-2.31247",="",="",=".",="-1.069479",="",="",="",="",="",="",="",="",="",=""
="p",=".0955232",=".219604",=".158377",=".4134393",=".0207518",="",="",=".",=".2848539",="",="",="",="",="",="",="",="",="",=""
="budgetbal_ME2_Def2",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0005358",="-.0012248",=".0002298",="-1.05e-06",="-.0032036",="",="",="0",="-.0079593",="",="",="",="",="",="",="",="",="",=""
="t",="1.141141",="-1.007407",="1.035088",="-.7849671",="-1.46517",="",="",=".",="-.9889333",="",="",="",="",="",="",="",="",="",=""
="p",=".2538111",=".313739",=".3006277",=".4324729",=".1428745",="",="",=".",=".3226958",="",="",="",="",="",="",="",="",="",=""
="budgetbal_OP_5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".017428",="-.0380949",=".0073811",="-.0000316",="-.1033322",="",="",="",="",="0",="-.4056356",="",="",=".5680052",="1.955545",="2.990748",="3.526419",="4.234948",="1.796535"
="t",="1.718693",="-1.214734",="1.41343",="-.7501043",="-2.5219",="",="",="",="",=".",="-1.104294",="",="",="2.086515",="6.802516",="9.137212",="8.645212",="9.740229",="3.418963"
="p",=".0856703",=".2244676",=".1575292",=".4531919",=".0116723",="",="",="",="",=".",=".2694654",="",="",=".036932",="1.03e-11",="0",="0",="0",=".0006286"
="budgetbal_ME0_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0045266",=".0098944",="-.0019171",="8.21e-06",=".0268386",="",="",="",="",="0",=".0912643",="",="",="",="",="",="",="",=""
="t",="-1.617715",="1.175486",="-1.342602",=".7457123",="2.257859",="",="",="",="",=".",="1.23865",="",="",="",="",="",="",="",=""
="p",=".105724",=".2398003",=".179401",=".4558413",=".0239545",="",="",="",="",=".",=".2154751",="",="",="",="",="",="",="",=""
="budgetbal_ME1_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0039268",="-.0085833",=".0016631",="-7.12e-06",="-.0232821",="",="",="",="",="0",="-.0814262",="",="",="",="",="",="",="",=""
="t",="1.681029",="-1.18481",="1.386335",="-.7433424",="-2.297265",="",="",="",="",=".",="-1.233049",="",="",="",="",="",="",="",=""
="p",=".0927572",=".2360924",=".1656448",=".4572744",=".0216036",="",="",="",="",=".",=".2175573",="",="",="",="",="",="",="",=""
="budgetbal_ME2_Def5",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0005521",="-.0012067",=".0002338",="-1.00e-06",="-.0032732",="",="",="",="",="0",="-.0091261",="",="",="",="",="",="",="",=""
="t",="1.145528",="-.9850298",="1.026996",="-.7233644",="-1.466571",="",="",="",="",=".",="-1.094332",="",="",="",="",="",="",="",=""
="p",=".2519904",=".3246094",=".3044223",=".469456",=".1424929",="",="",="",="",=".",=".2738092",="",="",="",="",="",="",="",=""
="budgetbal_OP_10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0173544",="-.038878",=".007513",="-.0000256",="-.1037043",="",="",="",="",="",="",="0",="-.0966678",=".5931696",="1.977961",="3.018123",="3.552908",="4.260759",="1.776063"
="t",="1.712207",="-1.243618",="1.468683",="-.6023911",="-2.562699",="",="",="",="",="",="",=".",="-.2696046",="2.118537",="6.700598",="8.970255",="8.60777",="9.723463",="3.375067"
="p",=".0868585",=".21364",=".1419189",=".5469138",=".0103862",="",="",="",="",="",="",=".",=".7874644",=".0341296",="2.08e-11",="0",="0",="0",=".000738"
="budgetbal_ME0_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",="-.0045041",=".0100903",="-.0019499",="6.65e-06",=".0269151",="",="",="",="",="",="",="0",=".0244355",="",="",="",="",="",=""
="t",="-1.605167",="1.20004",="-1.379316",=".6017718",="2.286476",="",="",="",="",="",="",=".",=".2744736",="",="",="",="",="",=""
="p",=".1084571",=".2301237",=".1677974",=".547326",=".0222264",="",="",="",="",="",="",=".",=".7837207",="",="",="",="",="",=""
="budgetbal_ME1_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0039207",="-.0087834",=".0016973",="-5.78e-06",="-.023429",="",="",="",="",="",="",="0",="-.0214148",="",="",="",="",="",=""
="t",="1.671079",="-1.209288",="1.4316",="-.5999998",="-2.328416",="",="",="",="",="",="",=".",="-.2739315",="",="",="",="",="",=""
="p",=".094706",=".2265522",=".1522583",=".5485064",=".01989",="",="",="",="",="",="",=".",=".7841373",="",="",="",="",="",=""
="budgetbal_ME2_Def10",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="b",=".0005388",="-.0012071",=".0002333",="-7.95e-07",="-.0032198",="",="",="",="",="",="",="0",="-.0027927",="",="",="",="",="",=""
="t",="1.124952",="-.9979736",="1.024132",="-.5897797",="-1.461519",="",="",="",="",="",="",=".",="-.2765546",="",="",="",="",="",=""
="p",=".2606096",=".3182922",=".3057728",=".5553383",=".143873",="",="",="",="",="",="",=".",=".7821221",="",="",="",="",="",=""
=""
